label,rows_total,rows_removed,anomaly_rate,median_duration
worm,5,1,0.2,3.1365
advanced,5,1,0.2,2.536
year,10,2,0.2,2.858
work,10,2,0.2,2.4645
economy,5,1,0.2,2.768
doctor,10,2,0.2,3.1814999999999998
active,5,1,0.2,2.9349999999999996
wait,10,2,0.2,2.8195
wall,5,1,0.2,2.4675000000000002
alarm,5,1,0.2,2.8015
ahead,5,1,0.2,2.278
alcohol,5,1,0.2,3.085
weird,5,1,0.2,2.6845
don't want,5,1,0.2,2.638
dumb,5,1,0.2,2.7515
yesterday,11,2,0.18181818181818182,2.169
man,11,2,0.18181818181818182,2.669
government,11,2,0.18181818181818182,2.333
graduate,11,2,0.18181818181818182,1.902
apple,11,2,0.18181818181818182,3.036
play,11,2,0.18181818181818182,2.569
agenda,6,1,0.16666666666666666,2.4
eight,6,1,0.16666666666666666,2.16
write,12,2,0.16666666666666666,2.801
wristwatch,6,1,0.16666666666666666,3.08
wood,6,1,0.16666666666666666,2.28
actor,6,1,0.16666666666666666,3.003
wash,6,1,0.16666666666666666,2.736
priority,6,1,0.16666666666666666,1.585
mature,6,1,0.16666666666666666,2.636
principle,6,1,0.16666666666666666,2.52
march,6,1,0.16666666666666666,2.669
manager,6,1,0.16666666666666666,2.666
love,6,1,0.16666666666666666,2.703
lousy,6,1,0.16666666666666666,2.336
dad,6,1,0.16666666666666666,2.87
curious,6,1,0.16666666666666666,1.602
glass,6,1,0.16666666666666666,2.56
december,6,1,0.16666666666666666,2.135
background,6,1,0.16666666666666666,3.12
back,6,1,0.16666666666666666,3.003
dorm,6,1,0.16666666666666666,3.136
earring,6,1,0.16666666666666666,2.52
sour,6,1,0.16666666666666666,2.769
away,6,1,0.16666666666666666,2.936
gum,6,1,0.16666666666666666,2.92
greece,6,1,0.16666666666666666,2.867
solid,6,1,0.16666666666666666,2.266
hard of hearing,6,1,0.16666666666666666,2.4
hammer,6,1,0.16666666666666666,2.68
baseball,6,1,0.16666666666666666,3.303
smooth,6,1,0.16666666666666666,2.0
stop,6,1,0.16666666666666666,2.033
stomach,6,1,0.16666666666666666,2.166
member,6,1,0.16666666666666666,2.636
prevent,6,1,0.16666666666666666,2.9
pretty,6,1,0.16666666666666666,2.9
pressure,6,1,0.16666666666666666,3.003
snack,6,1,0.16666666666666666,2.269
pregnant,6,1,0.16666666666666666,2.536
loud,6,1,0.16666666666666666,2.52
coat,6,1,0.16666666666666666,3.036
coach,6,1,0.16666666666666666,3.203
prove,6,1,0.16666666666666666,1.6
proud,6,1,0.16666666666666666,2.233
protect,6,1,0.16666666666666666,2.466
promise,6,1,0.16666666666666666,3.033
queen,6,1,0.16666666666666666,2.28
funny,6,1,0.16666666666666666,2.28
funeral,6,1,0.16666666666666666,2.8
function,6,1,0.16666666666666666,3.92
subway,6,1,0.16666666666666666,2.92
stupid,6,1,0.16666666666666666,2.636
drunk,6,1,0.16666666666666666,2.566
double,6,1,0.16666666666666666,2.12
squirrel,6,1,0.16666666666666666,2.9
general,6,1,0.16666666666666666,2.08
high,6,1,0.16666666666666666,2.469
bee,6,1,0.16666666666666666,2.8
become,6,1,0.16666666666666666,2.736
skunk,6,1,0.16666666666666666,2.566
homework,6,1,0.16666666666666666,2.769
bedroom,6,1,0.16666666666666666,3.84
france,6,1,0.16666666666666666,2.302
surprise,6,1,0.16666666666666666,1.902
sure,6,1,0.16666666666666666,2.233
sun,6,1,0.16666666666666666,2.97
sticky,6,1,0.16666666666666666,2.28
suffer,6,1,0.16666666666666666,2.669
future,6,1,0.16666666666666666,2.266
heavy,6,1,0.16666666666666666,2.6
push,6,1,0.16666666666666666,2.4
rat,6,1,0.16666666666666666,2.703
rainbow,6,1,0.16666666666666666,2.88
local,6,1,0.16666666666666666,2.903
live,6,1,0.16666666666666666,2.7
line,6,1,0.16666666666666666,3.303
mad,6,1,0.16666666666666666,1.72
race,6,1,0.16666666666666666,2.436
tan,6,1,0.16666666666666666,3.003
position,6,1,0.16666666666666666,2.836
pocket,6,1,0.16666666666666666,2.4
pneumonia,6,1,0.16666666666666666,2.233
christmas,6,1,0.16666666666666666,2.369
pray,6,1,0.16666666666666666,2.9
practice,6,1,0.16666666666666666,2.28
hurricane,6,1,0.16666666666666666,2.703
power,6,1,0.16666666666666666,1.602
horse,6,1,0.16666666666666666,2.936
below,6,1,0.16666666666666666,3.2
impossible,6,1,0.16666666666666666,2.633
hurt,6,1,0.16666666666666666,2.636
information,6,1,0.16666666666666666,2.5
september,6,1,0.16666666666666666,2.636
shower,6,1,0.16666666666666666,2.6
selfish,6,1,0.16666666666666666,2.603
shelf,6,1,0.16666666666666666,2.603
tall,12,2,0.16666666666666666,2.4445
attitude,6,1,0.16666666666666666,3.24
assistant,6,1,0.16666666666666666,2.28
asia,6,1,0.16666666666666666,2.6
depend,6,1,0.16666666666666666,2.666
senate,6,1,0.16666666666666666,3.003
flirt,6,1,0.16666666666666666,2.2
artist,6,1,0.16666666666666666,3.6
recognize,6,1,0.16666666666666666,2.9
sheep,6,1,0.16666666666666666,3.17
less,6,1,0.16666666666666666,2.603
lemon,6,1,0.16666666666666666,2.836
common,6,1,0.16666666666666666,2.903
lesson,6,1,0.16666666666666666,2.269
command,6,1,0.16666666666666666,3.0
realize,6,1,0.16666666666666666,2.8
monster,6,1,0.16666666666666666,2.169
appropriate,6,1,0.16666666666666666,2.936
monday,6,1,0.16666666666666666,3.433
butter,6,1,0.16666666666666666,3.003
busy,6,1,0.16666666666666666,2.96
behavior,6,1,0.16666666666666666,3.4
chase,6,1,0.16666666666666666,2.88
move,6,1,0.16666666666666666,2.669
microphone,6,1,0.16666666666666666,2.8
mountain,6,1,0.16666666666666666,2.87
fence,6,1,0.16666666666666666,2.4
couch,6,1,0.16666666666666666,2.336
bite,6,1,0.16666666666666666,2.135
television,6,1,0.16666666666666666,2.703
school,12,2,0.16666666666666666,2.269
commute,6,1,0.16666666666666666,3.103
lawyer,6,1,0.16666666666666666,3.27
lead,6,1,0.16666666666666666,3.266
later,12,2,0.16666666666666666,2.37
ticket,6,1,0.16666666666666666,2.903
through,6,1,0.16666666666666666,2.336
thing,6,1,0.16666666666666666,2.336
they,6,1,0.16666666666666666,2.502
fast,6,1,0.16666666666666666,1.966
another,6,1,0.16666666666666666,2.703
neck,6,1,0.16666666666666666,2.76
nation,6,1,0.16666666666666666,3.003
photographer,6,1,0.16666666666666666,3.036
rest,6,1,0.16666666666666666,3.503
body,6,1,0.16666666666666666,1.735
cop,6,1,0.16666666666666666,2.436
iran,6,1,0.16666666666666666,2.336
infection,6,1,0.16666666666666666,2.333
january,6,1,0.16666666666666666,2.5
england,6,1,0.16666666666666666,1.969
divide,6,1,0.16666666666666666,2.933
vocabulary,6,1,0.16666666666666666,1.88
exaggerate,6,1,0.16666666666666666,2.12
tree,6,1,0.16666666666666666,2.436
island,6,1,0.16666666666666666,2.8
control,6,1,0.16666666666666666,2.4
saturday,6,1,0.16666666666666666,2.569
keep,6,1,0.16666666666666666,2.233
june,6,1,0.16666666666666666,2.966
rough,6,1,0.16666666666666666,2.833
candle,6,1,0.16666666666666666,2.8
energy,6,1,0.16666666666666666,3.27
embarrass,6,1,0.16666666666666666,2.68
eternity,6,1,0.16666666666666666,2.92
establish,6,1,0.16666666666666666,2.833
verb,6,1,0.16666666666666666,3.337
also,6,1,0.16666666666666666,2.68
warm,6,1,0.16666666666666666,2.769
angel,6,1,0.16666666666666666,2.1
turtle,6,1,0.16666666666666666,2.4
easter,6,1,0.16666666666666666,2.4
watermelon,6,1,0.16666666666666666,2.569
operate,6,1,0.16666666666666666,2.72
owe,6,1,0.16666666666666666,2.5
chance,6,1,0.16666666666666666,2.4
rooster,6,1,0.16666666666666666,2.903
role,6,1,0.16666666666666666,2.87
respect,6,1,0.16666666666666666,2.666
reputation,6,1,0.16666666666666666,3.0
kitchen,6,1,0.16666666666666666,1.752
complex,6,1,0.16666666666666666,2.733
care,6,1,0.16666666666666666,2.736
november,6,1,0.16666666666666666,2.603
worry,6,1,0.16666666666666666,3.32
ocean,6,1,0.16666666666666666,3.27
wine,7,1,0.14285714285714285,3.373
drive,7,1,0.14285714285714285,2.95
require,7,1,0.14285714285714285,1.9264999999999999
accept,7,1,0.14285714285714285,2.002
young,7,1,0.14285714285714285,2.5665
often,7,1,0.14285714285714285,2.7015000000000002
adult,7,1,0.14285714285714285,3.3685
without,7,1,0.14285714285714285,2.452
ride,7,1,0.14285714285714285,2.3845
rich,7,1,0.14285714285714285,2.5175
rude,7,1,0.14285714285714285,2.8515
represent,7,1,0.14285714285714285,2.5
compromise,7,1,0.14285714285714285,2.4185
conflict,7,1,0.14285714285714285,2.8845
jealous,7,1,0.14285714285714285,2.9195
save,7,1,0.14285714285714285,2.686
sandwich,7,1,0.14285714285714285,2.7510000000000003
salad,7,1,0.14285714285714285,2.92
psychology,7,1,0.14285714285714285,2.768
put,7,1,0.14285714285714285,2.2005
snake,7,1,0.14285714285714285,2.386
slave,7,1,0.14285714285714285,2.8015
inform,7,1,0.14285714285714285,2.234
independent,7,1,0.14285714285714285,2.4845
insurance,7,1,0.14285714285714285,1.9729999999999999
jesus,7,1,0.14285714285714285,2.201
religion,7,1,0.14285714285714285,2.3345000000000002
library,7,1,0.14285714285714285,3.0564999999999998
interesting,7,1,0.14285714285714285,1.547
blind,7,1,0.14285714285714285,2.6109999999999998
complain,7,1,0.14285714285714285,2.6029999999999998
if,7,1,0.14285714285714285,2.5010000000000003
scissors,7,1,0.14285714285714285,2.2344999999999997
scared,7,1,0.14285714285714285,2.7515
community,7,1,0.14285714285714285,2.8845
inside,7,1,0.14285714285714285,2.668
scotland,7,1,0.14285714285714285,2.9450000000000003
screwdriver,7,1,0.14285714285714285,2.9299999999999997
copy,7,1,0.14285714285714285,2.158
increase,7,1,0.14285714285714285,3.0
reason,7,1,0.14285714285714285,2.718
hurry,7,1,0.14285714285714285,2.4515000000000002
quiet,7,1,0.14285714285714285,2.9450000000000003
quit,7,1,0.14285714285714285,1.9389999999999998
limit,7,1,0.14285714285714285,2.391
radio,7,1,0.14285714285714285,2.5525
bet,7,1,0.14285714285714285,2.7645
hungry,7,1,0.14285714285714285,2.601
belt,7,1,0.14285714285714285,2.5694999999999997
show,7,1,0.14285714285714285,2.5845000000000002
skin,7,1,0.14285714285714285,2.073
skirt,7,1,0.14285714285714285,2.7030000000000003
group,7,1,0.14285714285714285,2.11
deep,7,1,0.14285714285714285,2.418
summer,7,1,0.14285714285714285,2.084
suggest,7,1,0.14285714285714285,1.9114999999999998
aunt,7,1,0.14285714285714285,3.1014999999999997
support,7,1,0.14285714285714285,2.2845
team,7,1,0.14285714285714285,3.185
church,7,1,0.14285714285714285,2.241
dentist,7,1,0.14285714285714285,2.7714999999999996
miss,7,1,0.14285714285714285,2.734
forest,7,1,0.14285714285714285,2.7525
prepare,7,1,0.14285714285714285,2.4065
strange,7,1,0.14285714285714285,2.918
street,7,1,0.14285714285714285,3.068
sound,7,1,0.14285714285714285,2.7175000000000002
soup,7,1,0.14285714285714285,2.903
goal,7,1,0.14285714285714285,2.319
awful,7,1,0.14285714285714285,2.561
god,7,1,0.14285714285714285,2.0765000000000002
project,7,1,0.14285714285714285,3.07
bacon,7,1,0.14285714285714285,2.402
gone,7,1,0.14285714285714285,2.4175
store,7,1,0.14285714285714285,2.769
printer,7,1,0.14285714285714285,2.651
bake,7,1,0.14285714285714285,2.952
bald,7,1,0.14285714285714285,3.1115
math,7,1,0.14285714285714285,2.631
cute,7,1,0.14285714285714285,2.5175
lunch,7,1,0.14285714285714285,3.136
hamburger,7,1,0.14285714285714285,2.873
agree,7,1,0.14285714285714285,3.0345
wedding,7,1,0.14285714285714285,2.284
egg,7,1,0.14285714285714285,3.1595
watch,7,1,0.14285714285714285,2.8345000000000002
neutral,7,1,0.14285714285714285,2.3899999999999997
angry,7,1,0.14285714285714285,1.9075
university,7,1,0.14285714285714285,2.8785
underwear,7,1,0.14285714285714285,2.048
evaluate,7,1,0.14285714285714285,2.718
elevator,7,1,0.14285714285714285,2.8280000000000003
emotion,7,1,0.14285714285714285,2.6900000000000004
canada,7,1,0.14285714285714285,3.003
fact,7,1,0.14285714285714285,2.7015000000000002
apartment,7,1,0.14285714285714285,2.686
physics,7,1,0.14285714285714285,2.636
throw,7,1,0.14285714285714285,1.8765
fault,7,1,0.14285714285714285,2.49
dictionary,7,1,0.14285714285714285,2.8515
top,7,1,0.14285714285714285,2.093
touch,7,1,0.14285714285714285,2.8515
expect,7,1,0.14285714285714285,2.2344999999999997
experience,7,1,0.14285714285714285,3.6014999999999997
face,7,1,0.14285714285714285,2.5845000000000002
fancy,7,1,0.14285714285714285,2.41
multiply,7,1,0.14285714285714285,2.9015
mustache,7,1,0.14285714285714285,3.335
chat,7,1,0.14285714285714285,1.851
cheap,7,1,0.14285714285714285,2.4545000000000003
farm,7,1,0.14285714285714285,2.484
structure,7,1,0.14285714285714285,3.1765
star,7,1,0.14285714285714285,2.9
gossip,7,1,0.14285714285714285,2.7445
monkey,7,1,0.14285714285714285,2.5815
thank you,7,1,0.14285714285714285,2.384
first,7,1,0.14285714285714285,2.151
form,7,1,0.14285714285714285,2.551
arrogant,7,1,0.14285714285714285,3.7355
friday,7,1,0.14285714285714285,2.81
switzerland,7,1,0.14285714285714285,2.81
sweet,7,1,0.14285714285714285,2.26
opposite,7,1,0.14285714285714285,2.5215
nurse,7,1,0.14285714285714285,2.853
catch,7,1,0.14285714285714285,2.6145
ear,7,1,0.14285714285714285,2.2510000000000003
feedback,7,1,0.14285714285714285,2.2065
theory,7,1,0.14285714285714285,2.418
develop,7,1,0.14285714285714285,2.9015
in,8,1,0.125,2.236
bottom,8,1,0.125,1.877
country,8,1,0.125,2.703
bitter,8,1,0.125,2.536
blanket,8,1,0.125,2.536
ready,8,1,0.125,2.566
bread,8,1,0.125,2.402
service,8,1,0.125,2.569
convince,8,1,0.125,2.436
sell,8,1,0.125,2.769
dry,8,1,0.125,2.336
afternoon,8,1,0.125,2.8
word,8,1,0.125,2.167
after,8,1,0.125,2.536
beer,8,1,0.125,2.84
since,8,1,0.125,3.003
history,8,1,0.125,2.202
cry,8,1,0.125,2.369
slow,8,1,0.125,3.167
heart,8,1,0.125,2.28
because,8,1,0.125,2.0
should,8,1,0.125,2.736
shock,8,1,0.125,1.877
sky,8,1,0.125,2.502
beautiful,8,1,0.125,3.2
hear,8,1,0.125,2.52
hospital,8,1,0.125,2.76
idea,8,1,0.125,2.48
important,8,1,0.125,2.736
from,8,1,0.125,2.87
friendly,8,1,0.125,2.87
test,8,1,0.125,2.12
mirror,8,1,0.125,2.336
soda,8,1,0.125,2.769
spin,8,1,0.125,1.768
balance,8,1,0.125,3.533
grapes,8,1,0.125,2.833
bar,8,1,0.125,3.17
banana,8,1,0.125,2.92
halloween,8,1,0.125,2.502
barely,8,1,0.125,1.368
stubborn,8,1,0.125,2.603
strong,8,1,0.125,2.502
delicious,8,1,0.125,2.336
cloud,8,1,0.125,2.2515
awkward,8,1,0.125,2.52
steal,8,1,0.125,1.88
sometimes,8,1,0.125,3.066
stink,8,1,0.125,2.833
month,8,1,0.125,2.87
child,8,1,0.125,2.0
floor,8,1,0.125,2.436
place,8,1,0.125,2.52
train,8,1,0.125,3.0
answer,8,1,0.125,3.103
people,8,1,0.125,2.736
peach,8,1,0.125,2.603
desk,8,1,0.125,2.769
motorcycle,8,1,0.125,2.436
moon,8,1,0.125,2.536
find,8,1,0.125,2.636
perspective,8,1,0.125,2.8
morning,8,1,0.125,2.569
today,8,1,0.125,2.436
to,8,1,0.125,2.636
onion,8,1,0.125,2.666
never,8,1,0.125,2.469
party,8,1,0.125,2.536
excited,8,1,0.125,2.236
uncle,8,1,0.125,3.136
disagree,8,1,0.125,2.966
tuesday,8,1,0.125,2.68
europe,8,1,0.125,2.52
wet,8,1,0.125,2.502
voice,8,1,0.125,2.92
divorce,8,1,0.125,3.203
when,8,1,0.125,2.669
old,8,1,0.125,2.52
careful,8,1,0.125,2.8
nose,8,1,0.125,2.803
office,8,1,0.125,2.236
cookie,9,1,0.1111111111111111,2.651
leave,9,1,0.1111111111111111,2.251
nice,9,1,0.1111111111111111,3.1515000000000004
dirty,9,1,0.1111111111111111,2.7695
review,9,1,0.1111111111111111,1.2345
room,9,1,0.1111111111111111,2.4675000000000002
meat,9,1,0.1111111111111111,3.2115
town,9,1,0.1111111111111111,2.733
example,9,1,0.1111111111111111,1.47
potato,9,1,0.1111111111111111,2.4509999999999996
animal,9,1,0.1111111111111111,2.9450000000000003
carrot,9,1,0.1111111111111111,2.6695
science,9,1,0.1111111111111111,3.051
please,9,1,0.1111111111111111,2.6345
ugly,9,1,0.1111111111111111,2.8514999999999997
sad,9,1,0.1111111111111111,2.5860000000000003
pepper,9,1,0.1111111111111111,2.311
vote,9,1,0.1111111111111111,2.222
down,9,1,0.1111111111111111,2.3515
beard,9,1,0.1111111111111111,3.2235
weekend,9,1,0.1111111111111111,2.3689999999999998
snow,9,1,0.1111111111111111,2.4745
soft,9,1,0.1111111111111111,2.903
great,9,1,0.1111111111111111,2.451
west,9,1,0.1111111111111111,2.5175
daughter,9,1,0.1111111111111111,2.6695
soon,9,1,0.1111111111111111,2.5525
glasses,9,1,0.1111111111111111,2.528
baby,9,1,0.1111111111111111,2.5355
day,9,1,0.1111111111111111,2.418
girl,9,1,0.1111111111111111,2.3745
australia,9,1,0.1111111111111111,2.351
food,9,1,0.1111111111111111,2.7015000000000002
argue,9,1,0.1111111111111111,2.6189999999999998
vomit,9,1,0.1111111111111111,2.6845
new,10,1,0.1,1.568
how,10,1,0.1,2.703
laugh,10,1,0.1,1.301
dark,10,1,0.1,2.302
basketball,10,1,0.1,2.88
good,10,1,0.1,2.002
football,10,1,0.1,2.5
accident,10,1,0.1,1.835
far,10,1,0.1,2.269
brother,11,1,0.09090909090909091,2.3855
what,11,1,0.09090909090909091,2.2855
change,12,1,0.08333333333333333,2.769
cousin,12,1,0.08333333333333333,3.136
cool,13,1,0.07692307692307693,2.251
thin,13,1,0.07692307692307693,2.2165
catholic,4,0,0.0,2.8064999999999998
objective,4,0,0.0,2.751
obsess,5,0,0.0,1.735
overcome,3,0,0.0,3.0
overwhelm,6,0,0.0,2.4445
owl,5,0,0.0,2.4
pack,3,0,0.0,2.436
painter,4,0,0.0,3.2015000000000002
on,7,0,0.0,2.36
once,4,0,0.0,2.8
one,6,0,0.0,2.534
only,4,0,0.0,2.99
oral,3,0,0.0,3.136
order,6,0,0.0,3.0515
organize,4,0,0.0,1.9264999999999999
caption,3,0,0.0,3.537
card,4,0,0.0,2.8360000000000003
cards,3,0,0.0,2.369
carnival,5,0,0.0,3.704
cent,4,0,0.0,2.63
certificate,5,0,0.0,2.903
chain,6,0,0.0,2.8200000000000003
champion,10,0,0.0,1.2015
chapter,6,0,0.0,2.786
character,6,0,0.0,2.9844999999999997
nervous,7,0,0.0,2.269
network,5,0,0.0,3.103
new york,4,0,0.0,3.1849999999999996
path,6,0,0.0,3.42
peace,4,0,0.0,2.701
our,4,0,0.0,3.0780000000000003
outside,9,0,0.0,2.603
over,4,0,0.0,2.558
perfume,4,0,0.0,2.088
calculus,5,0,0.0,2.68
california,7,0,0.0,2.0
call,6,0,0.0,2.25
calm,7,0,0.0,2.803
camel,4,0,0.0,3.055
cancel,7,0,0.0,1.969
candidate,5,0,0.0,2.36
cannot,4,0,0.0,2.4345
canoe,4,0,0.0,3.0484999999999998
parachute,4,0,0.0,3.14
parade,6,0,0.0,2.6025
paragraph,5,0,0.0,3.033
parallel,4,0,0.0,2.294
part,4,0,0.0,2.7345
nine,3,0,0.0,2.24
nineteen,1,0,0.0,3.12
myself,4,0,0.0,2.4345
napkin,5,0,0.0,3.6
narrow,4,0,0.0,3.0845000000000002
near,10,0,0.0,2.2409999999999997
necessary,4,0,0.0,2.9080000000000004
necklace,8,0,0.0,2.44
negative,5,0,0.0,2.669
motor,5,0,0.0,3.17
peaceful,6,0,0.0,2.5564999999999998
peanut butter,4,0,0.0,3.493
peel,4,0,0.0,2.712
penalty,4,0,0.0,2.7430000000000003
pennsylvania,3,0,0.0,1.6
penny,2,0,0.0,2.718
must,8,0,0.0,2.0175
chemical,5,0,0.0,3.1
chemistry,6,0,0.0,3.09
cabbage,3,0,0.0,2.836
cabinet,4,0,0.0,3.0865
cafeteria,7,0,0.0,2.7
cake,6,0,0.0,2.868
calculate,6,0,0.0,2.5965
calculator,5,0,0.0,2.68
philadelphia,3,0,0.0,2.6
philosophy,5,0,0.0,2.5
phrase,5,0,0.0,2.96
piano,5,0,0.0,2.87
pie,5,0,0.0,2.903
nickel,4,0,0.0,2.793
politics,5,0,0.0,2.703
positive,5,0,0.0,3.036
pig,7,0,0.0,2.52
pillow,5,0,0.0,2.833
pilot,4,0,0.0,3.045
pity,5,0,0.0,2.92
bush,5,0,0.0,3.7
butterfly,4,0,0.0,2.315
button,4,0,0.0,3.218
bye,2,0,0.0,3.1845
chicago,3,0,0.0,2.52
mock,4,0,0.0,2.953
moose,3,0,0.0,3.066
motivate,4,0,0.0,2.6180000000000003
murder,4,0,0.0,2.8200000000000003
middle,6,0,0.0,3.0215
minute,6,0,0.0,2.536
mistake,4,0,0.0,2.6195000000000004
mix,4,0,0.0,2.948
choice,6,0,0.0,2.808
choir,5,0,0.0,3.437
choke,3,0,0.0,2.0
chop,5,0,0.0,3.103
christ,4,0,0.0,3.12
christian,6,0,0.0,3.212
precious,4,0,0.0,2.628
precipitation,3,0,0.0,3.07
precise,4,0,0.0,2.2265
point,7,0,0.0,2.666
polar bear,3,0,0.0,4.76
policeman,3,0,0.0,3.0
melt,4,0,0.0,3.0715000000000003
memorize,6,0,0.0,2.8680000000000003
magic,4,0,0.0,2.601
brush,3,0,0.0,2.87
buffalo,4,0,0.0,2.328
building,5,0,0.0,3.07
bully,3,0,0.0,3.337
postpone,6,0,0.0,2.3165
potential,4,0,0.0,2.7845
pound,5,0,0.0,2.566
pour,4,0,0.0,2.0229999999999997
poverty,4,0,0.0,2.218
praise,4,0,0.0,3.0614999999999997
preach,5,0,0.0,2.836
microscope,3,0,0.0,2.84
progress,4,0,0.0,2.735
predict,6,0,0.0,2.985
preschool,4,0,0.0,2.878
present,6,0,0.0,2.6695
presentation,8,0,0.0,2.074
pride,4,0,0.0,2.9715
bright,5,0,0.0,2.766
brochure,4,0,0.0,2.9415
circle,4,0,0.0,2.6014999999999997
clean,6,0,0.0,2.536
mean,7,0,0.0,2.97
measure,6,0,0.0,3.3455
mechanic,5,0,0.0,2.52
melody,4,0,0.0,3.0785
machine,5,0,0.0,3.17
mainstream,6,0,0.0,3.551
make,9,0,0.0,1.635
manage,4,0,0.0,2.7815
maximum,6,0,0.0,3.0515
maybe,6,0,0.0,2.818
clever,4,0,0.0,2.5005
close,5,0,0.0,3.036
closet,5,0,0.0,2.74
print,5,0,0.0,2.569
private,5,0,0.0,2.669
process,4,0,0.0,3.0515
procrastinate,5,0,0.0,3.27
professional,6,0,0.0,2.1645
professor,4,0,0.0,3.218
profit,4,0,0.0,2.8345000000000002
put off,4,0,0.0,2.9844999999999997
quality,5,0,0.0,2.966
quarrel,3,0,0.0,3.237
quarter,4,0,0.0,2.501
propaganda,2,0,0.0,3.28
proper,4,0,0.0,2.718
psychologist,3,0,0.0,3.2
public,5,0,0.0,2.603
publish,5,0,0.0,2.866
clown,4,0,0.0,2.8280000000000003
clumsy,4,0,0.0,3.4015
cochlear implant,5,0,0.0,2.92
lock,5,0,0.0,2.97
lonely,5,0,0.0,3.27
look for,4,0,0.0,3.0515
lord,4,0,0.0,2.628
linguistics,6,0,0.0,2.54
lion,6,0,0.0,3.1535
lipstick,4,0,0.0,3.0415
lobster,7,0,0.0,1.752
cold,8,0,0.0,2.1685
comb,5,0,0.0,2.4
come,6,0,0.0,2.2520000000000002
comma,4,0,0.0,2.3680000000000003
rage,4,0,0.0,2.401
rain,7,0,0.0,2.8
rake,4,0,0.0,3.0415
rather,4,0,0.0,2.758
punish,5,0,0.0,2.766
pure,3,0,0.0,3.166
purpose,6,0,0.0,3.14
pursue,4,0,0.0,2.89
committee,4,0,0.0,3.1014999999999997
common sense,5,0,0.0,2.966
legal,4,0,0.0,2.7359999999999998
lend,4,0,0.0,2.2015000000000002
let,3,0,0.0,1.835
liability,5,0,0.0,2.68
recliner,3,0,0.0,3.27
recommend,4,0,0.0,2.718
recover,6,0,0.0,2.536
reduce,5,0,0.0,2.0
refer,5,0,0.0,1.32
refuse,5,0,0.0,2.402
quick,4,0,0.0,2.2345
quote,5,0,0.0,2.903
raccoon,5,0,0.0,2.6
lightning,6,0,0.0,2.851
leader,6,0,0.0,3.2465
leaf,5,0,0.0,3.266
lecture,7,0,0.0,2.28
braid,3,0,0.0,3.76
brain,4,0,0.0,2.98
brave,4,0,0.0,2.518
break,5,0,0.0,2.669
breakdown,4,0,0.0,3.58
breakfast,4,0,0.0,3.268
breathe,4,0,0.0,2.3355
real,4,0,0.0,2.71
really,6,0,0.0,2.8815
receive,5,0,0.0,2.533
recent,5,0,0.0,2.536
responsibility,5,0,0.0,2.433
rehearse,4,0,0.0,2.988
relate,5,0,0.0,2.68
relax,4,0,0.0,3.0365
release,4,0,0.0,2.718
relief,5,0,0.0,2.0
rely,4,0,0.0,2.8845
remote control,4,0,0.0,2.7445
remove,6,0,0.0,2.4000000000000004
rent,5,0,0.0,2.669
repeat,5,0,0.0,2.333
replace,5,0,0.0,2.966
boxing,4,0,0.0,3.0614999999999997
bra,3,0,0.0,2.567
bracelet,6,0,0.0,3.2215
lift,4,0,0.0,3.02
complete,4,0,0.0,2.918
concentrate,3,0,0.0,2.666
concept,4,0,0.0,2.673
confront,5,0,0.0,2.002
kneel,4,0,0.0,2.5010000000000003
label,5,0,0.0,2.736
lady,3,0,0.0,3.666
laptop,5,0,0.0,2.52
last week,5,0,0.0,2.3
rise,5,0,0.0,2.52
road,4,0,0.0,2.613
roar,4,0,0.0,2.6845
rob,8,0,0.0,1.5514999999999999
reply,4,0,0.0,2.551
rescue,4,0,0.0,2.8345000000000002
kick,4,0,0.0,2.433
kid,4,0,0.0,2.443
kindergarten,4,0,0.0,2.818
congress,6,0,0.0,2.9345
connect,4,0,0.0,3.113
conquer,3,0,0.0,3.0
consider,3,0,0.0,3.537
boots,2,0,0.0,3.718
boss,5,0,0.0,2.44
bother,5,0,0.0,2.133
bottle,6,0,0.0,2.4545000000000003
bowl,6,0,0.0,3.268
result,6,0,0.0,2.183
retreat,4,0,0.0,2.3975
reveal,4,0,0.0,2.0065
revenge,4,0,0.0,2.675
contact,6,0,0.0,2.825
contest,4,0,0.0,2.768
conversation,1,0,0.0,3.04
iron,3,0,0.0,2.466
rock,4,0,0.0,2.4345
roommate,4,0,0.0,2.6525
rose,3,0,0.0,2.333
bone,3,0,0.0,2.0
bookshelf,2,0,0.0,3.3285
bookstore,5,0,0.0,3.2
journey,3,0,0.0,2.2
joy,3,0,0.0,2.803
judge,4,0,0.0,2.6950000000000003
key,4,0,0.0,2.7845000000000004
keyboard,6,0,0.0,3.48
influence,4,0,0.0,2.718
jewelry,5,0,0.0,2.603
invite,4,0,0.0,2.6014999999999997
involve,3,0,0.0,2.903
cooperate,4,0,0.0,2.395
bless,4,0,0.0,2.308
blood,4,0,0.0,2.998
blow,4,0,0.0,3.21
boat,7,0,0.0,2.769
salary,4,0,0.0,3.285
constitution,6,0,0.0,2.23
construct,3,0,0.0,3.4
consume,2,0,0.0,2.0145
ill,4,0,0.0,3.0815
illegal,5,0,0.0,2.436
image,5,0,0.0,2.135
scold,2,0,0.0,2.875
score,7,0,0.0,2.833
sculpture,6,0,0.0,3.198
sea,4,0,0.0,3.3034999999999997
birth,4,0,0.0,3.1175
blend,5,0,0.0,3.2
