org_text,clean_text,start_time,signer_id,signer,start,end,file,label,height,fps,end_time,url,text,box,width,review,split,url_norm,video_id,video_key,local_video_path,has_video,download_status,attempts_used,error_message,fps_out,frame_count_out,video_width_out,video_height_out,duration_sec_out,row_index
COMPLAIN (character),complain,456.122,32,17,13670,13803,ASL 2 UNIT 14 VOCABULARY,467,360.0,29.97,460.56,https://www.youtube.com/watch?v=5S3qaGLdPmE,complain,"[0.0, 0.3787386417388916, 1.0, 0.8668564558029175]",640.0,,train,https://www.youtube.com/watch?v=5S3qaGLdPmE,5S3qaGLdPmE,5S3qaGLdPmE,MS-ASL/videos_MS_ASL_raw/msasl_raw_5S3qaGLdPmE.mp4,True,already_exists,0,,29.97002997002997,24261.0,640.0,360.0,809.5087,5643
COMPLAIN (character),complain,460.66,32,17,13806,13849,ASL 2 UNIT 14 VOCABULARY,467,360.0,29.97,462.095,https://www.youtube.com/watch?v=5S3qaGLdPmE,complain,"[0.0, 0.3961952328681946, 1.0, 0.8379694819450378]",640.0,,train,https://www.youtube.com/watch?v=5S3qaGLdPmE,5S3qaGLdPmE,5S3qaGLdPmE,MS-ASL/videos_MS_ASL_raw/msasl_raw_5S3qaGLdPmE.mp4,True,already_exists,0,,29.97002997002997,24261.0,640.0,360.0,809.5087,5644
CRY ++,cry,490.557,32,17,14702,14881,ASL 2 UNIT 14 VOCABULARY,392,360.0,29.97,496.529,https://www.youtube.com/watch?v=5S3qaGLdPmE,cry,"[0.0, 0.33908313512802124, 1.0, 0.8830305337905884]",640.0,,train,https://www.youtube.com/watch?v=5S3qaGLdPmE,5S3qaGLdPmE,5S3qaGLdPmE,MS-ASL/videos_MS_ASL_raw/msasl_raw_5S3qaGLdPmE.mp4,True,already_exists,0,,29.97002997002997,24261.0,640.0,360.0,809.5087,5645
LIE ++,lie,497.797,32,17,14919,14991,ASL 2 UNIT 14 VOCABULARY,448,360.0,29.97,500.2,https://www.youtube.com/watch?v=5S3qaGLdPmE,lie,"[0.0, 0.376931369304657, 1.0, 0.9084711074829102]",640.0,,train,https://www.youtube.com/watch?v=5S3qaGLdPmE,5S3qaGLdPmE,5S3qaGLdPmE,MS-ASL/videos_MS_ASL_raw/msasl_raw_5S3qaGLdPmE.mp4,True,already_exists,0,,29.97002997002997,24261.0,640.0,360.0,809.5087,5646
LIE ++,lie,500.266,32,17,14993,15098,ASL 2 UNIT 14 VOCABULARY,448,360.0,29.97,503.77,https://www.youtube.com/watch?v=5S3qaGLdPmE,lie,"[0.001126110553741455, 0.346149742603302, 1.0, 0.840203583240509]",640.0,,train,https://www.youtube.com/watch?v=5S3qaGLdPmE,5S3qaGLdPmE,5S3qaGLdPmE,MS-ASL/videos_MS_ASL_raw/msasl_raw_5S3qaGLdPmE.mp4,True,already_exists,0,,29.97002997002997,24261.0,640.0,360.0,809.5087,5647
MISCHIEVOUS (character),mischievous,511.077,32,17,15317,15496,ASL 2 UNIT 14 VOCABULARY,548,360.0,29.97,517.05,https://www.youtube.com/watch?v=5S3qaGLdPmE,mischievous,"[0.0, 0.29460397362709045, 0.9974572062492371, 0.8387833833694458]",640.0,,train,https://www.youtube.com/watch?v=5S3qaGLdPmE,5S3qaGLdPmE,5S3qaGLdPmE,MS-ASL/videos_MS_ASL_raw/msasl_raw_5S3qaGLdPmE.mp4,True,already_exists,0,,29.97002997002997,24261.0,640.0,360.0,809.5087,5648
DROP ++,drop,518.485,32,17,15539,15639,ASL 2 UNIT 14 VOCABULARY,981,360.0,29.97,521.821,https://www.youtube.com/watch?v=5S3qaGLdPmE,drop,"[0.0, 0.23550719022750854, 1.0, 0.9131596684455872]",640.0,1.0,train,https://www.youtube.com/watch?v=5S3qaGLdPmE,5S3qaGLdPmE,5S3qaGLdPmE,MS-ASL/videos_MS_ASL_raw/msasl_raw_5S3qaGLdPmE.mp4,True,already_exists,0,,29.97002997002997,24261.0,640.0,360.0,809.5087,5649
UP UNTIL NOW/ SINCE,since,533.867,32,17,16000,16179,ASL 2 UNIT 14 VOCABULARY,665,360.0,29.97,539.839,https://www.youtube.com/watch?v=5S3qaGLdPmE,since,"[0.0, 0.21844482421875, 1.0, 0.8519526124000549]",640.0,,train,https://www.youtube.com/watch?v=5S3qaGLdPmE,5S3qaGLdPmE,5S3qaGLdPmE,MS-ASL/videos_MS_ASL_raw/msasl_raw_5S3qaGLdPmE.mp4,True,already_exists,0,,29.97002997002997,24261.0,640.0,360.0,809.5087,5650
OVERSLEEP ++ (2),oversleep,655.822,32,17,19655,19748,ASL 2 UNIT 14 VOCABULARY,748,360.0,29.97,658.925,https://www.youtube.com/watch?v=5S3qaGLdPmE,oversleep,"[0.0, 0.3440019488334656, 1.0, 0.8700275421142578]",640.0,,train,https://www.youtube.com/watch?v=5S3qaGLdPmE,5S3qaGLdPmE,5S3qaGLdPmE,MS-ASL/videos_MS_ASL_raw/msasl_raw_5S3qaGLdPmE.mp4,True,already_exists,0,,29.97002997002997,24261.0,640.0,360.0,809.5087,5651
OVERSLEEP ++ (2),oversleep,659.125,32,17,19754,19788,ASL 2 UNIT 14 VOCABULARY,748,360.0,29.97,660.26,https://www.youtube.com/watch?v=5S3qaGLdPmE,oversleep,"[0.0, 0.43371719121932983, 1.0, 0.8781516551971436]",640.0,,train,https://www.youtube.com/watch?v=5S3qaGLdPmE,5S3qaGLdPmE,5S3qaGLdPmE,MS-ASL/videos_MS_ASL_raw/msasl_raw_5S3qaGLdPmE.mp4,True,already_exists,0,,29.97002997002997,24261.0,640.0,360.0,809.5087,5652
BUY++,buy,667.634,32,17,20009,20188,ASL 2 UNIT 14 VOCABULARY,136,360.0,29.97,673.606,https://www.youtube.com/watch?v=5S3qaGLdPmE,buy,"[0.0, 0.2525011897087097, 1.0, 0.8600518703460693]",640.0,,train,https://www.youtube.com/watch?v=5S3qaGLdPmE,5S3qaGLdPmE,5S3qaGLdPmE,MS-ASL/videos_MS_ASL_raw/msasl_raw_5S3qaGLdPmE.mp4,True,already_exists,0,,29.97002997002997,24261.0,640.0,360.0,809.5087,5653
EAT ++,eat,736.536,32,17,22074,22223,ASL 2 UNIT 14 VOCABULARY,3,360.0,29.97,741.507,https://www.youtube.com/watch?v=5S3qaGLdPmE,eat,"[0.0, 0.26363837718963623, 1.0, 0.8490995168685913]",640.0,,train,https://www.youtube.com/watch?v=5S3qaGLdPmE,5S3qaGLdPmE,5S3qaGLdPmE,MS-ASL/videos_MS_ASL_raw/msasl_raw_5S3qaGLdPmE.mp4,True,already_exists,0,,29.97002997002997,24261.0,640.0,360.0,809.5087,5654
COMPLAIN ++,complain,784.684,32,17,23517,23636,ASL 2 UNIT 14 VOCABULARY,467,360.0,29.97,788.655,https://www.youtube.com/watch?v=5S3qaGLdPmE,complain,"[0.0, 0.29878664016723633, 1.0, 0.8395655155181885]",640.0,,train,https://www.youtube.com/watch?v=5S3qaGLdPmE,5S3qaGLdPmE,5S3qaGLdPmE,MS-ASL/videos_MS_ASL_raw/msasl_raw_5S3qaGLdPmE.mp4,True,already_exists,0,,29.97002997002997,24261.0,640.0,360.0,809.5087,5655
open ,open,6.178,144,-1,185,257,open - ASL sign for open,702,360.0,29.945,8.582,https://www.youtube.com/watch?v=1ed4n_Lzo5Q,open,"[0.07462024688720703, 0.0, 1.0, 0.9983307123184204]",480.0,1.0,train,https://www.youtube.com/watch?v=1ed4n_Lzo5Q,1ed4n_Lzo5Q,1ed4n_Lzo5Q,MS-ASL/videos_MS_ASL_raw/msasl_raw_1ed4n_Lzo5Q.mp4,True,already_exists,0,,29.97002997002997,1210.0,480.0,360.0,40.373666666666665,5656
open ,open,8.582,144,-1,257,320,open - ASL sign for open,702,360.0,29.945,10.686,https://www.youtube.com/watch?v=1ed4n_Lzo5Q,open,"[0.07462024688720703, 0.0, 1.0, 0.9983307123184204]",480.0,1.0,train,https://www.youtube.com/watch?v=1ed4n_Lzo5Q,1ed4n_Lzo5Q,1ed4n_Lzo5Q,MS-ASL/videos_MS_ASL_raw/msasl_raw_1ed4n_Lzo5Q.mp4,True,already_exists,0,,29.97002997002997,1210.0,480.0,360.0,40.373666666666665,5657
open ,open,10.686,144,-1,320,425,open - ASL sign for open,702,360.0,29.945,14.193,https://www.youtube.com/watch?v=1ed4n_Lzo5Q,open,"[0.07462024688720703, 0.0, 1.0, 0.9983307123184204]",480.0,1.0,train,https://www.youtube.com/watch?v=1ed4n_Lzo5Q,1ed4n_Lzo5Q,1ed4n_Lzo5Q,MS-ASL/videos_MS_ASL_raw/msasl_raw_1ed4n_Lzo5Q.mp4,True,already_exists,0,,29.97002997002997,1210.0,480.0,360.0,40.373666666666665,5658
open ,open,17.232,144,-1,516,651,open - ASL sign for open,702,360.0,29.945,21.74,https://www.youtube.com/watch?v=1ed4n_Lzo5Q,open,"[0.07462024688720703, 0.0, 1.0, 0.9983307123184204]",480.0,1.0,train,https://www.youtube.com/watch?v=1ed4n_Lzo5Q,1ed4n_Lzo5Q,1ed4n_Lzo5Q,MS-ASL/videos_MS_ASL_raw/msasl_raw_1ed4n_Lzo5Q.mp4,True,already_exists,0,,29.97002997002997,1210.0,480.0,360.0,40.373666666666665,5659
middle school,center school,0.0,2,58,0,173,Middle School,696,360.0,29.622,5.84,https://www.youtube.com/watch?v=XZpr8JYcopo,center school,"[0.0, 0.17332345247268677, 1.0, 0.8426153659820557]",640.0,,train,https://www.youtube.com/watch?v=XZpr8JYcopo,XZpr8JYcopo,XZpr8JYcopo,MS-ASL/videos_MS_ASL_raw/msasl_raw_XZpr8JYcopo.mp4,True,already_exists,0,,29.622,174.0,640.0,360.0,5.874012558233745,5660
dentist,dentist,0.0,62,-1,0,111,DENTIST(2),195,360.0,29.97,3.704,https://www.youtube.com/watch?v=KwE4GUnn640,dentist,"[0.0, 0.04265880584716797, 1.0, 0.774795413017273]",640.0,,train,https://www.youtube.com/watch?v=KwE4GUnn640,KwE4GUnn640,KwE4GUnn640,MS-ASL/videos_MS_ASL_raw/msasl_raw_KwE4GUnn640.mp4,True,already_exists,0,,29.97002997002997,164.0,640.0,360.0,5.472133333333334,5661
STOP,stop,0.0,0,-1,0,70,STOP(1),358,240.0,30.0,2.333,https://www.youtube.com/watch?v=i6a81VVo-BM,stop,"[0.0019157230854034424, 0.17304402589797974, 0.994441568851471, 0.8709884285926819]",320.0,,train,https://www.youtube.com/watch?v=i6a81VVo-BM,i6a81VVo-BM,i6a81VVo-BM,MS-ASL/videos_MS_ASL_raw/msasl_raw_i6a81VVo-BM.mp4,True,already_exists,0,,30.0,71.0,320.0,240.0,2.3666666666666667,5662
boy,boy,0.0,2,81,0,120,Boy,42,360.0,17.202,6.976,https://www.youtube.com/watch?v=8Ei9aj133DM,boy,"[0.0, 0.15565478801727295, 1.0, 0.7792020440101624]",640.0,,train,https://www.youtube.com/watch?v=8Ei9aj133DM,8Ei9aj133DM,8Ei9aj133DM,MS-ASL/videos_MS_ASL_raw/msasl_raw_8Ei9aj133DM.mp4,True,already_exists,0,,17.202025068515873,121.0,640.0,360.0,7.034055555555555,5663
VACATION,vacation,0.0,0,-1,0,74,VACATION(2),223,360.0,25.0,2.96,https://www.youtube.com/watch?v=ocyn7FPmduQ,vacation,"[0.02715963125228882, 0.16299748420715332, 0.9906920790672302, 0.8943197727203369]",480.0,,train,https://www.youtube.com/watch?v=ocyn7FPmduQ,ocyn7FPmduQ,ocyn7FPmduQ,MS-ASL/videos_MS_ASL_raw/msasl_raw_ocyn7FPmduQ.mp4,True,already_exists,0,,25.0,76.0,480.0,360.0,3.04,5664
how much / how many,how_many,0.0,69,17,0,137,How to sign How Much  How Many - ASL Vocabulary Series,176,360.0,30.0,4.567,https://www.youtube.com/watch?v=yIPZw3hk9JE,how_many,"[0.11326080560684204, 0.30727529525756836, 1.0, 0.725695013999939]",480.0,,train,https://www.youtube.com/watch?v=yIPZw3hk9JE,yIPZw3hk9JE,yIPZw3hk9JE,MS-ASL/videos_MS_ASL_raw/msasl_raw_yIPZw3hk9JE.mp4,True,already_exists,0,,30.0,138.0,480.0,360.0,4.6,5665
sister ,sister,15.115,144,-1,453,533,sister - ASL sign for sister,11,360.0,29.97,17.784,https://www.youtube.com/watch?v=toXpklFYUtI,sister,"[0.043762028217315674, 0.08849793672561646, 1.0, 0.9738602042198181]",480.0,1.0,train,https://www.youtube.com/watch?v=toXpklFYUtI,toXpklFYUtI,toXpklFYUtI,MS-ASL/videos_MS_ASL_raw/msasl_raw_toXpklFYUtI.mp4,True,already_exists,0,,29.97002997002997,1584.0,480.0,360.0,52.8528,5666
sister ,sister,17.784,144,-1,533,673,sister - ASL sign for sister,11,360.0,29.97,22.456,https://www.youtube.com/watch?v=toXpklFYUtI,sister,"[0.043762028217315674, 0.08849793672561646, 1.0, 0.9738602042198181]",480.0,1.0,train,https://www.youtube.com/watch?v=toXpklFYUtI,toXpklFYUtI,toXpklFYUtI,MS-ASL/videos_MS_ASL_raw/msasl_raw_toXpklFYUtI.mp4,True,already_exists,0,,29.97002997002997,1584.0,480.0,360.0,52.8528,5667
Play,play,0.0,27,47,0,147,Baby Sign Language Play,85,360.0,30.0,4.9,www.youtube.com/watch?v=f-uHnbirGvc,play,"[0.0024281740188598633, 0.1507963240146637, 1.0, 0.8453265428543091]",640.0,,train,https://www.youtube.com/watch?v=f-uHnbirGvc,f-uHnbirGvc,f-uHnbirGvc,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_ltjregeu\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=f-uHnbirGvc']' returned non-zero exit status 1.",,,,,,5668
SOCKS,socks,0.0,0,-1,0,81,SOCKS,546,360.0,25.0,3.24,https://www.youtube.com/watch?v=5T-ooa9eVSA,socks,"[0.01744869351387024, 0.1931731402873993, 0.9946267604827881, 0.9545809030532837]",480.0,,train,https://www.youtube.com/watch?v=5T-ooa9eVSA,5T-ooa9eVSA,5T-ooa9eVSA,MS-ASL/videos_MS_ASL_raw/msasl_raw_5T-ooa9eVSA.mp4,True,already_exists,0,,25.0,83.0,480.0,360.0,3.32,5669
Chicken,chicken,0.0,27,47,0,102,Baby Sign Language Chicken(3),14,360.0,29.97,3.403,www.youtube.com/watch?v=dgCL3ravC4s,bird,"[0.014427125453948975, 0.17362913489341736, 1.0, 0.7889686226844788]",640.0,,train,https://www.youtube.com/watch?v=dgCL3ravC4s,dgCL3ravC4s,dgCL3ravC4s,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_obh_cm85\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=dgCL3ravC4s']' returned non-zero exit status 1.",,,,,,5670
Soup ,soup,0.0,14,-1,0,126,ASL Soup ,418,360.0,25.0,5.04,https://www.youtube.com/watch?v=QV7QyEvchDk,soup,"[0.09129545092582703, 0.2590157389640808, 1.0, 0.6577478647232056]",640.0,,train,https://www.youtube.com/watch?v=QV7QyEvchDk,QV7QyEvchDk,QV7QyEvchDk,MS-ASL/videos_MS_ASL_raw/msasl_raw_QV7QyEvchDk.mp4,True,already_exists,0,,25.0,128.0,640.0,360.0,5.12,5671
from,from,0.0,0,0,0,71,FROM,298,360.0,29.97,2.369,www.youtube.com/watch?v=7OEW40vhX68,from,"[0.038819462060928345, 0.27760636806488037, 1.0, 0.7458705306053162]",640.0,,train,https://www.youtube.com/watch?v=7OEW40vhX68,7OEW40vhX68,7OEW40vhX68,MS-ASL/videos_MS_ASL_raw/msasl_raw_7OEW40vhX68.mp4,True,already_exists,0,,29.97002997002997,72.0,640.0,360.0,2.4024,5672
MATH,math,0.0,0,-1,0,71,MATH(1),203,360.0,25.0,2.84,https://www.youtube.com/watch?v=_h3TH_fgce4,math,"[0.03941619396209717, 0.1193474531173706, 1.0, 0.9256868362426758]",480.0,,train,https://www.youtube.com/watch?v=_h3TH_fgce4,_h3TH_fgce4,_h3TH_fgce4,MS-ASL/videos_MS_ASL_raw/msasl_raw__h3TH_fgce4.mp4,True,already_exists,0,,25.0,72.0,480.0,360.0,2.88,5673
nurse,nurse,0.0,0,0,0,88,nurse,71,720.0,29.97,2.936,https://www.youtube.com/watch?v=6Yx7NEqOvHo,nurse,"[0.017081618309020996, 0.2349720299243927, 0.9999467730522156, 0.7946935892105103]",1280.0,,train,https://www.youtube.com/watch?v=6Yx7NEqOvHo,6Yx7NEqOvHo,6Yx7NEqOvHo,MS-ASL/videos_MS_ASL_raw/msasl_raw_6Yx7NEqOvHo.mp4,True,already_exists,0,,29.97002997002997,89.0,640.0,360.0,2.9696333333333333,5674
In,in,0.0,27,-1,0,114,Baby Sign Language In,659,360.0,29.97,3.804,https://www.youtube.com/watch?v=g8Yep9NCmfc,in,"[0.026413828134536743, 0.18937340378761292, 0.988389253616333, 0.680563747882843]",640.0,,train,https://www.youtube.com/watch?v=g8Yep9NCmfc,g8Yep9NCmfc,g8Yep9NCmfc,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_zcubcxoj\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=g8Yep9NCmfc']' returned non-zero exit status 1.",,,,,,5675
MINUTE,minute,0.0,0,0,0,70,MINUTE(1),511,360.0,25.0,2.8,https://www.youtube.com/watch?v=6USTz4ixwR4,minute,"[0.025323987007141113, 0.2023625373840332, 0.9993689060211182, 0.8749555349349976]",480.0,,train,https://www.youtube.com/watch?v=6USTz4ixwR4,6USTz4ixwR4,6USTz4ixwR4,MS-ASL/videos_MS_ASL_raw/msasl_raw_6USTz4ixwR4.mp4,True,already_exists,0,,25.0,72.0,480.0,360.0,2.88,5676
MEASURE,measure,28.962,24,1,868,1027,Occupations B,651,720.0,29.97,34.268,https://www.youtube.com/watch?v=cdl5N710d28,measure,"[0.1043337881565094, 0.07617013156414032, 1.0, 0.5292576551437378]",1280.0,,train,https://www.youtube.com/watch?v=cdl5N710d28,cdl5N710d28,cdl5N710d28,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_kei23hig\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=cdl5N710d28']' returned non-zero exit status 1.",,,,,,5677
MECHANIC,mechanic,34.668,24,1,1039,1119,Occupations B,590,720.0,29.97,37.337,https://www.youtube.com/watch?v=cdl5N710d28,mechanic,"[0.09314841032028198, 0.04536256194114685, 1.0, 0.6014795303344727]",1280.0,1.0,train,https://www.youtube.com/watch?v=cdl5N710d28,cdl5N710d28,cdl5N710d28,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_kei23hig\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=cdl5N710d28']' returned non-zero exit status 1.",,,,,,5678
MECHANIC,mechanic,46.346,24,1,1389,1469,Occupations B,590,720.0,29.97,49.016,https://www.youtube.com/watch?v=cdl5N710d28,mechanic,"[0.09314841032028198, 0.04536256194114685, 1.0, 0.6014795303344727]",1280.0,1.0,train,https://www.youtube.com/watch?v=cdl5N710d28,cdl5N710d28,cdl5N710d28,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_kei23hig\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=cdl5N710d28']' returned non-zero exit status 1.",,,,,,5679
MILITARY,army,54.621,24,1,1637,1819,Occupations B,473,720.0,29.97,60.694,https://www.youtube.com/watch?v=cdl5N710d28,army,"[0.07665911316871643, 0.0, 1.0, 0.6335808634757996]",1280.0,,train,https://www.youtube.com/watch?v=cdl5N710d28,cdl5N710d28,cdl5N710d28,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_kei23hig\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=cdl5N710d28']' returned non-zero exit status 1.",,,,,,5680
NURSE,nurse,61.728,24,1,1850,2023,Occupations B,71,720.0,29.97,67.501,https://www.youtube.com/watch?v=cdl5N710d28,nurse,"[0.10353565216064453, 0.08608962595462799, 1.0, 0.6035748720169067]",1280.0,,train,https://www.youtube.com/watch?v=cdl5N710d28,cdl5N710d28,cdl5N710d28,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_kei23hig\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=cdl5N710d28']' returned non-zero exit status 1.",,,,,,5681
PHOTOGRAPHER,photographer,100.133,24,1,3001,3158,Occupations B,789,720.0,29.97,105.372,https://www.youtube.com/watch?v=cdl5N710d28,photographer,"[0.10497105121612549, 0.037499576807022095, 1.0, 0.5952439308166504]",1280.0,,train,https://www.youtube.com/watch?v=cdl5N710d28,cdl5N710d28,cdl5N710d28,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_kei23hig\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=cdl5N710d28']' returned non-zero exit status 1.",,,,,,5682
PLAN,plan,151.718,24,1,4547,4683,Occupations B,867,720.0,29.97,156.256,https://www.youtube.com/watch?v=cdl5N710d28,plan,"[0.0901358425617218, 0.0033304989337921143, 1.0, 0.6912366151809692]",1280.0,1.0,train,https://www.youtube.com/watch?v=cdl5N710d28,cdl5N710d28,cdl5N710d28,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_kei23hig\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=cdl5N710d28']' returned non-zero exit status 1.",,,,,,5683
PLAN,plan,157.324,24,1,4715,4765,Occupations B,867,720.0,29.97,158.992,https://www.youtube.com/watch?v=cdl5N710d28,plan,"[0.0901358425617218, 0.0033304989337921143, 1.0, 0.6912366151809692]",1280.0,1.0,train,https://www.youtube.com/watch?v=cdl5N710d28,cdl5N710d28,cdl5N710d28,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_kei23hig\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=cdl5N710d28']' returned non-zero exit status 1.",,,,,,5684
"POLICE
OFFICER",police officer,160.594,24,1,4813,4912,Occupations B,426,720.0,29.97,163.897,https://www.youtube.com/watch?v=cdl5N710d28,police,"[0.1089179515838623, 0.08161339163780212, 1.0, 0.5325387716293335]",1280.0,1.0,train,https://www.youtube.com/watch?v=cdl5N710d28,cdl5N710d28,cdl5N710d28,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_kei23hig\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=cdl5N710d28']' returned non-zero exit status 1.",,,,,,5685
"POLICE
OFFICER",police officer,164.564,24,1,4932,5052,Occupations B,426,720.0,29.97,168.568,https://www.youtube.com/watch?v=cdl5N710d28,police,"[0.1089179515838623, 0.08161339163780212, 1.0, 0.5325387716293335]",1280.0,1.0,train,https://www.youtube.com/watch?v=cdl5N710d28,cdl5N710d28,cdl5N710d28,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_kei23hig\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=cdl5N710d28']' returned non-zero exit status 1.",,,,,,5686
PRINCIPAL,principal,170.737,24,1,5117,5266,Occupations B,208,720.0,29.97,175.709,https://www.youtube.com/watch?v=cdl5N710d28,principal,"[0.09558358788490295, 0.060801103711128235, 1.0, 0.5169049501419067]",1280.0,,train,https://www.youtube.com/watch?v=cdl5N710d28,cdl5N710d28,cdl5N710d28,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_kei23hig\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=cdl5N710d28']' returned non-zero exit status 1.",,,,,,5687
PSYCHOLOGIST,psychologist,203.603,24,1,6102,6162,Occupations B,571,720.0,29.97,205.605,https://www.youtube.com/watch?v=cdl5N710d28,psychologist,"[0.10640054941177368, 0.06205415725708008, 1.0, 0.5218760967254639]",1280.0,1.0,train,https://www.youtube.com/watch?v=cdl5N710d28,cdl5N710d28,cdl5N710d28,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_kei23hig\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=cdl5N710d28']' returned non-zero exit status 1.",,,,,,5688
PSYCHOLOGIST,psychologist,205.939,24,1,6172,6332,Occupations B,571,720.0,29.97,211.278,https://www.youtube.com/watch?v=cdl5N710d28,psychologist,"[0.10640054941177368, 0.06205415725708008, 1.0, 0.5218760967254639]",1280.0,1.0,train,https://www.youtube.com/watch?v=cdl5N710d28,cdl5N710d28,cdl5N710d28,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_kei23hig\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=cdl5N710d28']' returned non-zero exit status 1.",,,,,,5689
SCIENTIST,scientist,224.424,24,1,6726,6922,Occupations B,998,720.0,29.97,230.964,https://www.youtube.com/watch?v=cdl5N710d28,scientist,"[0.10629022121429443, 0.0, 1.0, 0.6472753286361694]",1280.0,,train,https://www.youtube.com/watch?v=cdl5N710d28,cdl5N710d28,cdl5N710d28,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_kei23hig\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=cdl5N710d28']' returned non-zero exit status 1.",,,,,,5690
SECRETARY,secretary,231.865,24,1,6949,7009,Occupations B,301,720.0,29.97,233.867,https://www.youtube.com/watch?v=cdl5N710d28,secretary,"[0.10718944668769836, 0.07692167162895203, 1.0, 0.5240877866744995]",1280.0,1.0,train,https://www.youtube.com/watch?v=cdl5N710d28,cdl5N710d28,cdl5N710d28,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_kei23hig\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=cdl5N710d28']' returned non-zero exit status 1.",,,,,,5691
