row_index,video_id,split,clean_text,url,url_norm,trim_mode,start,end,start_time,end_time,local_video_path,has_video,download_status,error_message,fps_out,frame_count_out,video_width_out,video_height_out,duration_sec_out
71,40cd5cfafb4100be,train,milk,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,302,369,10.077,12.312,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_40cd5cfafb4100be_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_4djr01fw\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
72,774eb37e583e7057,train,eat,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,387,452,12.913,15.082,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_774eb37e583e7057_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_1l40s98l\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
73,752c1f0f414af9cd,train,drink,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,470,511,15.682,17.05,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_752c1f0f414af9cd_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_nhq8pbak\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
74,7ea3b918824896fa,train,hot,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,529,596,17.651,19.887,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_7ea3b918824896fa_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_8wdwntmr\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
75,b58629771b023386,train,cold,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,615,685,20.521,22.856,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_b58629771b023386_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_oguy_ffl\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
76,91fd0bea2a45e8da,train,more,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,703,756,23.457,25.225,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_91fd0bea2a45e8da_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_h02wbfeq\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
77,ceeb974c71093150,train,help,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,774,837,25.826,27.928,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_ceeb974c71093150_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_hr7s301r\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
78,d28cd3ecfb8aa80c,train,clothes,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,928,992,30.964,33.1,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_d28cd3ecfb8aa80c_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_2t4jbb6j\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
79,50605b25ef53d52c,train,you,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,1241,1301,41.408,43.41,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_50605b25ef53d52c_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_5_4yenpp\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
80,aae5100f6918b4b2,train,your,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,1320,1381,44.044,46.079,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_aae5100f6918b4b2_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_1buhva25\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
81,20bb6a5c545b97b8,train,down,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,1481,1558,49.416,51.985,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_20bb6a5c545b97b8_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_7brhh206\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
82,e64d073e2e236fd1,train,hurt,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,1576,1649,52.586,55.022,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_e64d073e2e236fd1_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_01qtsy1w\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
83,808707cba6ef9cec,train,again,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,1667,1739,55.622,58.025,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_808707cba6ef9cec_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_wuw551od\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
84,27de39c4ca8affb6,train,want,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,1758,1823,58.659,60.827,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_27de39c4ca8affb6_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_o7cm1d3w\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
85,dec4d2797104bb4f,train,like,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,1841,1918,61.428,63.997,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_dec4d2797104bb4f_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_watfql89\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
86,57f8eef1daa95b61,train,not like,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,1938,2009,64.665,67.034,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_57f8eef1daa95b61_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_b6fw2arb\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
87,a2b420eccaea2f2d,train,mad,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,2027,2097,67.634,69.97,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_a2b420eccaea2f2d_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_yrg4sggs\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
88,a7c4bcd53aadac16,train,funny,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,2204,2270,73.54,75.742,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_a7c4bcd53aadac16_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_w9cfnami\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
89,207afbcf8e28805b,train,silly,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,2288,2355,76.343,78.579,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_207afbcf8e28805b_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_ppij6gh0\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
90,49bfb9f8948baa2a,train,sad,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,2374,2432,79.212,81.148,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_49bfb9f8948baa2a_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_zuwcbk3x\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
91,2a2ad9acb8af00ed,train,hungry,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,2453,2524,81.848,84.217,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_2a2ad9acb8af00ed_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_0hgcjgrd\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
92,b876e5baa9010ef1,train,full,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,2542,2605,84.818,86.92,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_b876e5baa9010ef1_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_ivinh8tp\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
93,4208293910481a43,train,tired,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,2695,2763,89.923,92.192,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_4208293910481a43_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_jg2726_6\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
94,2d4debfee7dd99ea,train,where,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,2781,2849,92.793,95.062,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_2d4debfee7dd99ea_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_qquyceev\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
95,81021f0573577cb0,train,book,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,2868,2925,95.696,97.597,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_81021f0573577cb0_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_w06f1hwo\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
96,718af4149fb509bb,train,dirty,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,2944,2999,98.231,100.067,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_718af4149fb509bb_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_rxf53qgj\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
97,7a59d5b10a573083,train,play,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,3017,3088,100.667,103.036,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_7a59d5b10a573083_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_hkzb4r8r\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
98,e44219dde9d3efcd,train,outside,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,3107,3179,103.67,106.073,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_e44219dde9d3efcd_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_umd7xnl8\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
99,98e1f812759f86a3,train,home,https://www.youtube.com/watch?v=htsdwxJ-fTo,https://www.youtube.com/watch?v=htsdwxJ-fTo,seconds,3199,3260,106.74,108.775,D:\college\sem_mag_1\szum\videos_MS_ASL\msasl_train_98e1f812759f86a3_seconds.mp4,False,failed,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\iwo\\AppData\\Local\\Temp\\msasl_9d8zvddd\\raw.%(ext)s', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,
